id,text,canonized,text_length,description,random,regex,sanskrit,translation,notes
858.2,,,2,an-ca,⚄ random: ja-u,ca?an,"चण
caṇa",Injurer[√चण्],
858.3,,,2,ya-ja,⚄ random: ya-pa,ja?ya?,*jaya,,
859.1,,,2,ra-ja,⚄ random: ra-pa,ja?ra?,"जर
jara",O destroyer[√जॄ],
859.2,,,2,an-ca,⚄ random: ja-u,ca?an,"चण
caṇa",Injurer[√चण्],
859.3,,,2,ya-ja,⚄ random: ya-pa,ja?ya?,*jaya,,
860.1,,,2,ra-ja,⚄ random: ra-pa,ja?ra?,"जर
jara",O destroyer[√जॄ],
860.2,,,2,an-ca,⚄ random: ja-u,ca?an,"चण
caṇa",Injurer[√चण्],
860.3,,,2,ya-ja,⚄ random: ya-pa,ja?ya?,*jaya,,
861.1,,,2,ra-ja,⚄ random: ra-pa,ja?ra?,"जर
jara",O destroyer[√जॄ],
861.2,,,2,an-ca,⚄ random: ja-u,ca?an,"चण
caṇa",Injurer[√चण्],
861.3,,,2,ya-ja,⚄ random: ya-pa,ja?ya?,*jaya,,
862.1,,,2,an-ca,⚄ random: ja-u,ca?an,"चण
caṇa",Injurer[√चण्],
862.2,,,4,i-an-ra-ya,⚄ random: ba-i-b-sa,ya?ra?ani,*yaraani,,
863.1,,,2,an-ja,⚄ random: ja-ja,ja?an,"जन
jana",Generator[RV],
863.2,,,3,i-d-sa,⚄ random: ba-ta-ta,sa?di,*sadi,,
864.1,,,2,ja-an,⚄ random: ja-ja,anja?,"अञ्ज
añja",the Shining one[√अञ्ज्],
864.2,,,2,as-ra,⚄ random: ca-ga,ra?as,*raas,,
865.1,,,1,an,⚄ random: ya,an,*an,,
865.2,,,2,ma-ta,⚄ random: i-s,ta?ma?,*tama,,
866.1,,,2,an-ca,⚄ random: ja-u,ca?an,"चण
caṇa",Injurer[√चण्],
866.2,,,4,aa-s-va-sa,⚄ random: pa-va-ta-da,sa?va?saa?,*savasaa,,
867.1,,,6,i-m-as-ja-an-ma,⚄ random: ba-ta-na-ja-ma-sa,ma?anja?asmi,"मनजा अस्मि
manajā asmi",I am[अस् लट्] born[MBh] of the mind[RV],
867.2,,,6,an-ja-ra-ma-ma-i,⚄ random: ja-ja-u-d-ka-ba,ima?ma?ra?ja?an,"इमम् रजम्
imam rajam",This mist[Sri Rudram 9.8],
868.1,,,3,an-ra-va,⚄ random: i-l-ba,va?ra?an,*varaan,,
868.2,,,2,ja-na,⚄ random: ja-da,na?ja?,*naja,,
869.1,,,2,an-ja,⚄ random: ja-ja,ja?an,"जन
jana",Generator[RV],
869.2,,,3,i-y-aa,⚄ random: ba-ma-ta,aa?yi,*aayi,,
870.1,,,2,an-ca,⚄ random: ja-u,ca?an,"चण
caṇa",Injurer[√चण्],
870.2,,,2,ra-ja,⚄ random: ra-pa,ja?ra?,"जर
jara",O destroyer[√जॄ],
870.3,,,2,ya-ja,⚄ random: ya-pa,ja?ya?,*jaya,,
871.1,,,2,an-ca,⚄ random: ja-u,ca?an,"चण
caṇa",Injurer[√चण्],
871.2,,,3,an-sa-pa,⚄ random: i-d-ma,pa?sa?an,*pasaan,,
872.1,,,1,ya,⚄ random: ka,ya?,*ya,,
872.2,,,2,an-va,⚄ random: aa-b,va?an,*vaan,,
873.1,,,1,na,⚄ random: na,na?,*na,,
873.2,,,2,aa-.,⚄ random: ta-ta,.aa?,*.aa,,
874.1,,,1,i,⚄ random: ba,i,*i,,
874.2,,,2,i-an,⚄ random: ba-i,ani,*ani,,
875.1,,,1,an,⚄ random: ja,an,"आन
āna",that one breathed[RV 10.129.2],
875.2,,,1,aa,⚄ random: ta,aa?,*aa,,
876.1,,,3,sa-sa-an,⚄ random: da-da-ja,ansa?sa?,*ansasa,,
876.2,,,3,na-ja-ja,⚄ random: na-ja-ja,ja?ja?na?,*jajana,,
877.1,,,2,.a-ka,⚄ random: ta-ma,ka?.a?,*ka.a,,
877.2,,,3,an-sa-.,⚄ random: i-d-ta,.sa?an,*.saan,,
878.1,,,2,an-ca,⚄ random: ja-u,ca?an,"चण
caṇa",Injurer[√चण्],
878.2,,,2,ra-ja,⚄ random: ra-pa,ja?ra?,"जर
jara",O destroyer[√जॄ],
878.3,,,2,ya-ja,⚄ random: ya-pa,ja?ya?,*jaya,,
879.1,,,1,ca,⚄ random: u,ca?,"च
ca",also[Pāṇ],
879.2,,,3,i-.-.,⚄ random: ba-ta-ta,..i,*..i,,
880.1,,,5,aa-an-sa-an-ma,⚄ random: ta-i-l-da-ma,ma?ansa?anaa?,*maansaanaa,,
881.1,,,1,ka,⚄ random: ma,ka?,*ka,,
881.2,,,3,an-sa-.,⚄ random: i-d-ta,.sa?an,*.saan,,
882.1,,,5,aa-an-sa-an-ma,⚄ random: ta-i-l-da-ma,ma?ansa?anaa?,*maansaanaa,,
883.1,,,2,i-a,⚄ random: ba-ta,ai,*ai,,
884.1,,,5,aa-an-sa-an-ma,⚄ random: ta-i-l-da-ma,ma?ansa?anaa?,*maansaanaa,,
885.1,,,6,an-da-ta-an-aa-k,⚄ random: i-m-ma-aa-p-na,kaa?anta?da?an,"कान्तदान
kāntadāna",delightful[GargaS] gift[RV],
886.1,,,5,aa-an-sa-an-ma,⚄ random: ta-i-l-da-ma,ma?ansa?anaa?,*maansaanaa,,
887.1,,,3,.a-.-ya,⚄ random: ta-ta-ba,ya?..a?,*ya..a,,
887.2,,,3,i-d-ra,⚄ random: ba-ta-ma,ra?di,*radi,,
888.1,,,2,an-.,⚄ random: ja-ta,.an,*.an,,
888.2,,,2,i-an,⚄ random: ba-i,ani,*ani,,
889.1,,,1,ra,⚄ random: ra,ra?,"र
ra",giving[Śiś],
890.1,,,2,ya-sa,⚄ random: ya-la,sa?ya?,*saya,,
890.2,,,2,an-ca,⚄ random: ja-u,ca?an,"चण
caṇa",Injurer[√चण्],
891.1,,,3,aa-an-.,⚄ random: ta-i-t,.anaa?,*.anaa,,
891.2,,,2,.a-ma,⚄ random: ta-i,ma?.a?,*ma.a,,
892.1,,,2,ra-ja,⚄ random: ra-pa,ja?ra?,"जर
jara",O destroyer[√जॄ],
892.2,,,2,an-ta,⚄ random: i-c,ta?an,*taan,,
893.1,,,1,an,⚄ random: ja,an,"आन
āna",that one breathed[RV 10.129.2],
893.2,,,2,.a-.,⚄ random: ta-ta,..a?,*..a,,
894.1,,,5,an-da-ma-an-ka,⚄ random: i-l-va-ja-va,ka?anma?da?an,*kaanmadaan,,
895.1,,,2,ya-sa,⚄ random: ya-la,sa?ya?,*saya,,
895.2,,,2,an-ca,⚄ random: ja-u,ca?an,"चण
caṇa",Injurer[√चण्],
896.1,,,1,ra,⚄ random: ra,ra?,*ra,,
896.2,,,2,.a-ta,⚄ random: ta-va,ta?.a?,*ta.a,,
897.1,,,4,i-an-da-nna,⚄ random: ba-i-t-ka,nna?da?ani,*nnadaani,,
897.2,,,4,ra-ma-aa-r,⚄ random: va-ya-ca-ra,raa?ma?ra?,*raamara,,
898.1,,,6,ra-an-as-ra-aa-t,⚄ random: ba-ja-da-ca-ca-da,taa?ra?asanra?,"तारस्-रण
tāras-raṇa",Mighty[RV] in war[RV],
899.1,,,4,ra-ra-sa-aa,⚄ random: ba-aa-m-ka,aa?sa?ra?ra?,*aasarara,,
900.1,,,3,i-an-.,⚄ random: ba-i-t,.ani,*.ani,,
900.2,,,2,.a-an,⚄ random: ta-da,an.a?,*an.a,,
901.1,,,2,an-ca,⚄ random: ja-u,ca?an,"चण
caṇa",Injurer[√चण्],
901.2,,,2,ya-amaa,⚄ random: la-ja,amaa?ya?,*amaaya,,
902.1,,,4,aa-an-ma-ama,⚄ random: ta-i-s-ba,ama?ma?anaa?,*amamaanaa,,
902.2,,,4,ka-va-sa-ma,⚄ random: ma-ba-da-i,ma?sa?va?ka?,*masavaka,,
903.1,,,3,.a-an-.,⚄ random: ta-ja-ta,.an.a?,*.an.a,,
903.2,,,2,ra-an,⚄ random: ra-i,anra?,*anra,,
904.1,,,4,aa-an-ma-ama,⚄ random: ta-i-s-ba,ama?ma?anaa?,*amamaanaa,,
904.2,,,4,ka-va-sa-ma,⚄ random: ma-ba-da-i,ma?sa?va?ka?,*masavaka,,
905.1,,,3,i-an-da,⚄ random: ba-i-g,da?ani,*daani,,
906.1,,,2,.a-ra,⚄ random: ta-ma,ra?.a?,*ra.a,,
906.2,,,3,an-ra-.,⚄ random: i-l-ta,.ra?an,*.raan,,
907.1,,,5,ra-da-i-an-pa,⚄ random: ma-ma-ba-i-k,pa?anida?ra?,*paanidara,,
908.1,,,1,ra,⚄ random: ma,ra?,*ra,,
908.2,,,3,i-an-.,⚄ random: ba-i-t,.ani,*.ani,,
909.1,,,2,i-an,⚄ random: ba-i,ani,*ani,,
909.2,,,1,ra,⚄ random: ra,ra?,"र
ra",giving[Śiś],
910.1,,,1,an,⚄ random: i,an,"आन
āna",that one breathed[RV 10.129.2],
911.1,,,2,da-aa,⚄ random: ma-pa,aa?da?,*aada,,
912.1,,,1,ra,⚄ random: ra,ra?,"र
ra",giving[Śiś],
913.1,,,3,na-ma-ta,⚄ random: na-i-s,ta?ma?na?,*tamana,,
913.2,,,3,na-ma-ta,⚄ random: na-i-s,ta?ma?na?,*tamana,,
914.1,,,1,.a,⚄ random: ta,.a?,*.a,,
914.2,,,2,ra-.,⚄ random: ra-ta,.ra?,*.ra,,
915.1,,,1,ya,⚄ random: da,ya?,*ya,,
915.2,,,3,da-ma-ma,⚄ random: la-va-ga,ma?ma?da?,*mamada,,
916.1,,,6,i-m-as-ja-an-ma,⚄ random: ba-ta-na-ja-ma-sa,ma?anja?asmi,"मनजा अस्मि
manajā asmi",I am[अस् लट्] born[MBh] of the mind[RV],
916.2,,,6,an-ja-ra-ma-ma-i,⚄ random: ja-ja-u-d-ka-ba,ima?ma?ra?ja?an,"इमम् रजम्
imam rajam",This mist[Sri Rudram 9.8],
917.1,,,2,an-ja,⚄ random: ja-ja,ja?an,"जन
jana",Generator[RV],
917.2,,,4,i-n-i-c,⚄ random: ba-na-ba-na,cini,*cini,,
918.1,,,3,ma-as-.,⚄ random: ya-na-ta,.asma?,*.asma,,
918.2,,,3,an-aa-.,⚄ random: i-i-t,.aa?an,*.aaan,,
919.1,,,2,ya-aa,⚄ random: ya-pa,aa?ya?,*aaya,,
920.1,,,5,na-ma-ma-ma-sa,⚄ random: na-ga-sa-i-d,sa?ma?ma?ma?na?,*samamamana,,
921.1,,,2,an-ja,⚄ random: ja-ja,ja?an,"जन
jana",Generator[RV],
921.2,,,4,i-an-ta-ta,⚄ random: ba-i-v-u,ta?ta?ani,*tataani,,
922.1,,,2,an-sa,⚄ random: ja-da,sa?an,"शं
śaṃ",bless[RV],
922.2,,,3,ya-ja-aa,⚄ random: la-pa-pa,aa?ja?ya?,*aajaya,,
923.1,,,2,sa-an,⚄ random: da-ja,ansa?,"अंश
aṃśa",betting stake[RV],
923.2,,,5,i-an-va-da-an,⚄ random: ba-i-t-ga-ma,anda?va?ani,*andavaani,,
924.1,,,2,.a-ta,⚄ random: ta-aa,ta?.a?,*ta.a,,
925.1,,,4,.a-ta-sa-.,⚄ random: ta-sa-la-ta,.sa?ta?.a?,*.sata.a,,
925.2,,,4,ma-.-.-.,⚄ random: i-t-ta-ta,...ma?,*...ma,,
926.1,,,2,an-ka,⚄ random: i-m,ka?an,*kaan,,
927.1,,,2,an-sa,⚄ random: ja-da,sa?an,"शं
śaṃ",bless[RV],
927.2,,,3,i-naaman-ma,⚄ random: ba-va-i,ma?naamani,*manaamani,,
928.1,,,3,ma-.-an,⚄ random: i-t-ja,an.ma?,*an.ma,,
928.2,,,5,.a-ta-sa-tata-asaa,⚄ random: ta-sa-la-sa-ta,asaa?tata?sa?ta?.a?,*asaatatasata.a,,
929.1,,,4,an-i-a-t,⚄ random: i-b-ta-va,taian,*taian,,
930.1,,,2,an-ja,⚄ random: ja-ja,ja?an,"जन
jana",Generator[RV],
930.2,,,3,an-ra-sa,⚄ random: i-n-da,sa?ra?an,*saraan,,
931.1,,,2,an-ta,⚄ random: ya-u,ta?an,*taan,,
932.1,,,9,aa-m-an-da-daa-aa-j-da-ta,⚄ random: ta-i-j-la-u-c-ta-la-u,ta?da?jaa?daa?da?anmaa?,"तत् अजाद-अदन् अमा
tat ajāda-adan amā",that[RV] eaten[अद् + शतृॅं] by Ajādas(goat eater tribe) together[RV],
933.1,,,3,.a-sa-.,⚄ random: ta-la-ta,.sa?.a?,*.sa.a,,
934.1,,,5,an-ra-sa-ma-.,⚄ random: i-j-ka-sa-ta,.ma?sa?ra?an,*.masaraan,,
935.1,,,1,.a,⚄ random: ta,.a?,*.a,,
936.1,,,1,.a,⚄ random: ta,.a?,*.a,,
936.2,,,3,i-an-.,⚄ random: ba-i-t,.ani,*.ani,,
937.1,,,4,an-sa-ma-ama,⚄ random: i-l-i-b,ama?ma?sa?an,*amamasaan,,
937.2,,,5,an-sa-ma-va-ra,⚄ random: i-n-sa-na-ra,ra?va?ma?sa?an,*ravamasaan,,
938.1,,,2,ca-an,⚄ random: u-j,anca?,"अञ्च
añca",Wanderer[√अञ्च्],
938.2,,,4,an-ka-aa-m,⚄ random: i-m-ma-va,maa?ka?an,*maakaan,,
939.1,,,7,an-aa-m-ma-as-ma-ka,⚄ random: i-j-na-sa-ya-ya-va,ka?ma?asma?maa?an,"कम् असम-मान
kam asama-māna",O excellent[ŚBr] unequalled[RV] respected one[√मन् घञ्],
940.1,,,7,ja-i-dad-ra-aa-r-ma,⚄ random: ja-ba-sa-ja-ta-ja-i,ma?raa?ra?dadija?,*maraaradadija,,
940.2,,,2,.a-tata,⚄ random: ta-sa,tata?.a?,*tata.a,,
941.1,,,3,ma-ka-ra,⚄ random: sa-na-ra,ra?ka?ma?,*rakama,,
942.1,,,5,ra-aa-r-ma-da,⚄ random: ja-ta-ja-i-l,da?ma?raa?ra?,*damaraara,,
943.1,,,4,an-da-va-ra,⚄ random: i-i-n-ba,ra?va?da?an,*ravadaan,,
944.1,,,3,.a-ja-.,⚄ random: ta-ja-ta,.ja?.a?,*.ja.a,,
945.1,,,2,an-ja,⚄ random: ja-ja,ja?an,"जन
jana",Generator[RV],
945.2,,,3,ma-as-ma,⚄ random: sa-na-ga,ma?asma?,*maasma,,
946.1,,,1,ca,⚄ random: u,ca?,"च
ca",also[Pāṇ],
946.2,,,2,i-an,⚄ random: ba-i,ani,*ani,,
947.1,,,2,an-.,⚄ random: ja-ta,.an,*.an,,
947.2,,,3,an-ma-.,⚄ random: ma-i-t,.ma?an,*.maan,,
948.1,,,4,ra-ja-daada-.,⚄ random: sa-ja-ca-ta,.daada?ja?ra?,*.daadajara,,
949.1,,,2,da-na,⚄ random: i-d,na?da?,*nada,,
949.2,,,2,ja-an,⚄ random: ja-ja,anja?,"अञ्ज
añja",the Shining one[√अञ्ज्],
950.1,,,2,.a-an,⚄ random: ta-i,an.a?,*an.a,,
951.1,,,4,ra-ca-va-ra,⚄ random: la-ga-na-ba,ra?va?ca?ra?,*ravacara,,
952.1,,,1,ta,⚄ random: ca,ta?,"त[म्]
ta[m]",him[RV],
953.1,,,1,ca,⚄ random: ga,ca?,"च
ca",also[Pāṇ],
954.1,,,1,anan,⚄ random: da,anan,"आनम्
ānam",subdue[RV],
955.1,,,1,va,⚄ random: na,va?,"व
va",similar[MBh],
956.1,,,4,an-.-.-aa,⚄ random: i-t-ta-aa,aa?..an,*aa..an,,
957.1,,,4,an-asaa-an-ra,⚄ random: i-j-aa-s,ra?anasaa?an,*raanasaaan,,
958.1,,,1,an,⚄ random: da,an,"आन
āna",that one breathed[RV 10.129.2],
959.1,,,3,.a-an-aa,⚄ random: ta-i-i,aa?an.a?,*aaan.a,,
960.1,,,2,va-va,⚄ random: na-na,va?va?,*vava,,
961.1,,,1,ja,⚄ random: ja,ja?,"ज
ja",born[Mn],
962.1,,,1,sa,⚄ random: da,sa?,"ह
ha",verily[Ved] ,
963.1,,,2,.a-an,⚄ random: ta-i,an.a?,*an.a,,
964.1,,,2,sa-sa,⚄ random: da-da,sa?sa?,*sasa,,
965.1,,,1,sa,⚄ random: da,sa?,"ह
ha",verily[Ved] ,
966.1,,,2,.a-anan,⚄ random: ta-da,anan.a?,*anan.a,,
967.1,,,1,va,⚄ random: na,va?,"व
va",similar[MBh],
968.1,,,1,sa,⚄ random: da,sa?,"ह
ha",verily[Ved] ,
969.1,,,2,aa-ananan,⚄ random: pa-pa,anananaa?,*anananaa,,
970.1,,,1,sa,⚄ random: da,sa?,"ह
ha",verily[Ved] ,
971.1,,,1,ca,⚄ random: ga,ca?,"च
ca",also[Pāṇ],
972.1,,,1,sa,⚄ random: da,sa?,"ह
ha",verily[Ved] ,
973.1,,,1,sa,⚄ random: da,sa?,"ह
ha",verily[Ved] ,
974.1,,,1,va,⚄ random: na,va?,"व
va",similar[MBh],
975.1,,,1,va,⚄ random: na,va?,"व
va",similar[MBh],
976.1,,,1,sa,⚄ random: da,sa?,"ह
ha",verily[Ved] ,
977.1,,,1,sa,⚄ random: da,sa?,"ह
ha",verily[Ved] ,
978.1,,,1,anan,⚄ random: da,anan,"आनम्
ānam",subdue[RV],
979.1,,,2,.a-ca,⚄ random: ta-u,ca?.a?,*ca.a,,
980.1,,,1,sa,⚄ random: da,sa?,"ह
ha",verily[Ved] ,
981.1,,,1,ja,⚄ random: pa,ja?,"ज
ja",born[Mn],
982.1,,,1,sa,⚄ random: da,sa?,"ह
ha",verily[Ved] ,
983.1,,,1,ja,⚄ random: pa,ja?,"ज
ja",born[Mn],
984.1,,,1,ma,⚄ random: i,ma?,"मा
mā",to me[माम्],
985.1,,,1,sa,⚄ random: da,sa?,"ह
ha",verily[Ved] ,
986.1,,,1,ca,⚄ random: ga,ca?,"च
ca",also[Pāṇ],
987.1,,,1,sa,⚄ random: da,sa?,"ह
ha",verily[Ved] ,
988.1,,,1,aa,⚄ random: ca,aa?,"अ
a",(voc.)[T],
989.1,,,2,va-.,⚄ random: na-ta,.va?,*.va,,
990.1,,,1,ca,⚄ random: u,ca?,"च
ca",also[Pāṇ],
991.1,,,1,ja,⚄ random: ja,ja?,"ज
ja",born[Mn],
992.1,,,2,an-.,⚄ random: i-t,.an,*.an,,
993.1,,,1,an,⚄ random: ja,an,"आन
āna",that one breathed[RV 10.129.2],
994.1,,,2,ca-anan,⚄ random: u-d,ananca?,*ananca,,
995.1,,,1,sa,⚄ random: da,sa?,*sa,ref:34.1,
996.1,,,1,va,⚄ random: na,va?,"व
va",similar[MBh],
997.1,,,1,ja,⚄ random: ja,ja?,"ज
ja",born[Mn],
998.1,,,2,.a-ja,⚄ random: ta-pa,ja?.a?,*ja.a,,
999.1,,,2,ka- a-ka,⚄ random: na-u-n,ka? a?ka?,*ka aka,,
1000.1,,,3,aa-s-sa,⚄ random: ja-la-ta,sa?saa?,*sasaa,,
1001.1,,,1,ta,⚄ random: ca,ta?,"त[म्]
ta[m]",him[RV],
1002.1,,,5,aa-an-aa-as-.,⚄ random: ta-i-j-ya-ta,.asaa?anaa?,*.asaaanaa,,
1003.1,,,1,ma,⚄ random: sa,ma?,"मा
mā",to me[माम्],
1003.2,,,2,da-.,⚄ random: na-ta,.da?,*.da,,
1004.1,,,5,na-ma-asaa-va-ra,⚄ random: na-ga-ja-na-ra,ra?va?asaa?ma?na?,*ravaasaamana,,
1005.1,,,2,va-ta,⚄ random: ma-ta,ta?va?,"असत्त्व
asattva",non-presence[Nyāyam] ,
1006.1,,,1,an,⚄ random: ja,an,"आन
āna",that one breathed[RV 10.129.2],
1006.2,,,1,da,⚄ random: ma,da?,*da,,
1007.1,,,6,an-aa-k-aa-v-ra,⚄ random: i-j-va-u-n-ba,ra?vaa?kaa?an,"रव आखान
rava ākhāna",O Roarer[√रु] O Piercer[√खन्] (by arrow),
1008.1,,,1,pa,⚄ random: ka,pa?,"प
pa",protection,
1009.1,,,1,pa,⚄ random: ka,pa?,"प
pa",protection,
1010.1,,,2,va-an,⚄ random: sa-aa,anva?,*anva,,
1011.1,,,4,ya-ja-ta-ra,⚄ random: ma-pa-ma-ba,ra?ta?ja?ya?,"रतजय
ratajaya",pleasing[BhP] victory[RV],
1012.1,,,2,i-ata,⚄ random: ba-ma,atai,*atai,,
1013.1,,,3,i-an-aa,⚄ random: ba-i-j,aa?ani,*aaani,,
1014.1,,,2,an-.,⚄ random: ja-ta,.an,*.an,,
1015.1,,,2,da-da,⚄ random: i-i,da?da?,"दद
dada",given[√दा + लिट् 2p.] ,
1016.1,,,1,pa,⚄ random: ka,pa?,"प
pa",protection,
1017.1,,,2,ma-ja,⚄ random: i-j,ja?ma?,*jama,,
1018.1,,,2,an-ca,⚄ random: ja-u,ca?an,"चण
caṇa",Injurer[√चण्],
1018.2,,,2,aa-i,⚄ random: ka-ba,iaa?,"ऐ
ai",vocative particle ,
1019.1,,,2,an-sa,⚄ random: i-n,sa?an,*saan,,
1019.2,,,2,ama-ma,⚄ random: ba-i,ma?ama?,*maama,,
1020.1,,,13,an-ra-va-sa-aa-j-sa-ama-ma-sa-va-ka-da,⚄ random: i-j-ba-da-i-p-ma-ba-i-d-na-ma-ja,da?ka?va?sa?ma?ama?sa?jaa?sa?va?ra?an,"धक्क वह मांसजाशवरम्
dhakka vaha māṃsajāśavaram",O Destroyer(Rudra); bring us the gift of food full of fatness,RV 10.169.1 waters rich in life and fatness: to food that moves; O Rudra
1021.1,,,5,i-an-ma-sa-sa,⚄ random: ba-i-d-na-ta,sa?sa?ma?ani,*sasamaani,,
1021.2,,,2,an-sa,⚄ random: ja-da,sa?an,"शं
śaṃ",bless[RV],
1022.1,,,4,i-y-sa-.,⚄ random: ba-la-ma-ta,.sa?yi,*.sayi,,
1023.1,,,4,an-ra-sa-ma,⚄ random: i-g-na-sa,ma?sa?ra?an,*masaraan,,
1023.2,,,2,an-an,⚄ random: ja-aa,anan,*anan,,
1024.1,,,2,ja-an,⚄ random: ja-ja,anja?,"अञ्ज
añja",the Shining one[√अञ्ज्],
1024.2,,,6,an-sa-da-aa-v-ra,⚄ random: i-p-ta-pa-na-ra,ra?vaa?da?sa?an,"रव आदहन
rava ādahana",O Roarer[√रु] O burner[AV; √दह्],
1025.1,,,1,ja,⚄ random: ja,ja?,"ज
ja",born[Mn],
1025.2,,,2,ma-ta,⚄ random: i-s,ta?ma?,*tama,,
1026.1,,,1,ta,⚄ random: ca,ta?,"त[म्]
ta[m]",him[RV],
1027.1,,,1,ta,⚄ random: ca,ta?,*ta,,
1027.2,,,1,ra,⚄ random: ra,ra?,*ra,,
1028.1,,,2,da-da,⚄ random: i-i,da?da?,*dada,,
1029.1,,,1,ma,⚄ random: i,ma?,"मा
mā",to me[माम्],
1030.1,,,3,ca-va-ra,⚄ random: u-n-ba,ra?va?ca?,*ravaca,,
1031.1,,,1,pa,⚄ random: ka,pa?,"प
pa",protection,
1032.1,,,2,ma-ja,⚄ random: i-j,ja?ma?,*jama,,
1033.1,,,1,pa,⚄ random: ka,pa?,"प
pa",protection,
1034.1,,,4,an-ya-sa-ka,⚄ random: i-l-ma-ka,ka?sa?ya?an,*kasayaan,,
1035.1,,,2,va-an,⚄ random: sa-aa,anva?,*anva,,
1036.1,,,1,an,⚄ random: ja,an,"आन
āna",that one breathed[RV 10.129.2],
1037.1,,,1,pa,⚄ random: ka,pa?,"प
pa",protection,
1038.1,,,1,ta,⚄ random: ma,ta?,"त[म्]
ta[m]",him[√तद्],
1039.1,,,1,pa,⚄ random: ka,pa?,"प
pa",protection,
1040.1,,,1,ta,⚄ random: ma,ta?,"त[म्]
ta[m]",him[√तद्],
1041.1,,,1,ta,⚄ random: ma,ta?,"त[म्]
ta[m]",him[√तद्],
1042.1,,,1,ta,⚄ random: ca,ta?,"त[म्]
ta[m]",him[RV],
1043.1,,,1,ta,⚄ random: ca,ta?,"त[म्]
ta[m]",him[RV],
1044.1,,,1,ta,⚄ random: ma,ta?,"त[म्]
ta[m]",him[√तद्],
1045.1,,,1,pa,⚄ random: ka,pa?,"प
pa",protection,
1046.1,,,5,pa-sa-aa-.-ja,⚄ random: ma-da-ca-ta-ja,ja?.aa?sa?pa?,*ja.aasapa,,
1047.1,,,2,va-ja,⚄ random: na-pa,ja?va?,*java,,
1048.1,,,1,an,⚄ random: ja,an,"आन
āna",that one breathed[RV 10.129.2],
1049.1,,,5,.a-aa-s-.-nna,⚄ random: ta-ta-va-ta-ka,nna?.saa?.a?,*nna.saa.a,,
1049.2,,,2,sa-an,⚄ random: da-ja,ansa?,"अंश
aṃśa",betting stake[RV],
1049.3,,,3,an-.-.,⚄ random: ja-ta-ta,..an,*..an,,
1050.1,,,3,an-aa-m,⚄ random: i-y-va,maa?an,*maaan,,
1050.2,,,2,.a-ja,⚄ random: ta-ja,ja?.a?,*ja.a,,
1051.1,,,4,i-an-ra-sa,⚄ random: ba-i-b-ta,sa?ra?ani,*saraani,,
1051.2,,,2,ja-ja,⚄ random: ja-ja,ja?ja?,*jaja,,
1052.1,,,4,i-an-ra-aa,⚄ random: ba-i-b-u,aa?ra?ani,*aaraani,,
1052.2,,,2,an-ca,⚄ random: ja-u,ca?an,"चण
caṇa",Injurer[√चण्],
1053.1,,,4,an-as-da-.,⚄ random: i-y-na-ta,.da?asan,*.daasan,,
1054.1,,,3,ka-na-ra,⚄ random: ma-ma-ba,ra?na?ka?,*ranaka,,
1054.2,,,4,an-sa-ba-.,⚄ random: i-d-va-ta,.ba?sa?an,*.basaan,,
1055.1,,,1,an,⚄ random: i,an,"आन
āna",that one breathed[RV 10.129.2],
1056.1,,,1,ka,⚄ random: ma,ka?,*ka,,
1056.2,,,1,ra,⚄ random: ba,ra?,*ra,,
1057.1,,,4,an-ra-va-ma,⚄ random: i-l-ba-sa,ma?va?ra?an,*mavaraan,,
1057.2,,,2,an-ja,⚄ random: ja-ja,ja?an,"जन
jana",Generator[RV],
1058.1,,,4,an-ka-ta-ma,⚄ random: i-m-va-sa,ma?ta?ka?an,*matakaan,,
1058.2,,,2,an-ja,⚄ random: ja-ja,ja?an,"जन
jana",Generator[RV],
1059.1,,,2,ja-ca,⚄ random: ja-u,ca?ja?,*caja,,
1060.1,,,4,nasan-ama-va-ra,⚄ random: ra-ba-na-ba,ra?va?ama?nasan,*ravaamanasan,,
1061.1,,,3,ma-as-ma,⚄ random: ba-na-ga,ma?asma?,*maasma,,
1061.2,,,2,an-sa,⚄ random: ja-da,sa?an,"शं
śaṃ",bless[RV],
1062.1,,,4,ra-va-ma-ka,⚄ random: ra-ma-ka-va,ka?ma?va?ra?,*kamavara,,
1063.1,,,6,nmna-an-sa-an-pa-nna,⚄ random: na-i-l-aa-k-ka,nna?pa?ansa?annmna?,"न न पंसन-नमन[म्]
na na paṃsana-namana[m]",Never never bow[Śiś] to the disgraced[MBh][न न Bhakti-rasamrta-sindhu 3.2.98],
1064.1,,,7,an-ba-sa-va-ka-na-an,⚄ random: i-t-ga-na-va-ya-va,anna?ka?va?sa?ba?an,"अन्नकवष्सभां
annakavaṣsabhāṃ",open[RV] food[RV],
1065.1,,,3,ma-ta-an,⚄ random: i-n-ma,anta?ma?,"अन्तम्
antam",Finality[RV],
1066.1,,,8,da-an-as-ba-sa-da-ta-na,⚄ random: la-aa-g-ja-da-la-u-v,na?ta?da?sa?ba?asanda?,"नट दहभसानद
naṭa dahabhasānada",O dancer[MBh]; O giver[Pāṇ] of heat[√दह्] and shine[√भस् + ल्युट्],
1067.1,,,6,sa-da-aa-s-ra-ba,⚄ random: sa-ta-ca-da-ga-ra,ba?ra?saa?da?sa?,"भर-सादम्
bhara-sādam",carrying[RV] on horseback[RV],
